Flat K,MRS,BC_Code,RZD_Code,LZA,Lens_Code,Lens_Code_Lazer,BC,RZD
47.75,-2.25,75,575,35,75-575-35,7558M,7.5,0.575
47.75,-2,74,575,35,74-575-35,7458M,7.4,0.575
47.75,-1.75,74,550,35,74-550-35,7455M,7.4,0.55
47.75,-1.5,73,550,35,73-550-35,7355M,7.3,0.55
47.75,-1.25,73,550,35,73-550-35,7355M,7.3,0.55
47.75,-1,72,550,35,72-550-35,7255M,7.2,0.55
47.75,-0.75,72,550,35,72-550-35,7255M,7.2,0.55
47.75,-0.5,71,550,35,71-550-35,7155M,7.1,0.55
47.75,-0.25,71,550,35,71-550-35,7155M,7.1,0.55
47.875,-6.5,83,600,35,83-600-35,8360M,8.3,0.6
47.875,-6.25,83,600,35,83-600-35,8360M,8.3,0.6
47.875,-6,82,600,35,82-600-35,8260M,8.2,0.6
47.875,-5.75,82,600,35,82-600-35,8260M,8.2,0.6
47.875,-5.5,81,600,35,81-600-35,8160M,8.1,0.6
47.875,-5.25,80,575,35,80-575-35,8058M,8,0.575
47.875,-5,80,575,35,80-575-35,8058M,8,0.575
47.875,-4.75,79,575,35,79-575-35,7958M,7.9,0.575
47.875,-4.5,79,575,35,79-575-35,7958M,7.9,0.575
47.875,-4.25,78,575,35,78-575-35,7858M,7.8,0.575
47.875,-4,78,575,35,78-575-35,7858M,7.8,0.575
47.875,-3.75,77,575,35,77-575-35,7758M,7.7,0.575
47.875,-3.5,77,575,35,77-575-35,7758M,7.7,0.575
47.875,-3.25,76,575,35,76-575-35,7658M,7.6,0.575
47.875,-3,76,575,35,76-575-35,7658M,7.6,0.575
47.875,-2.75,75,575,35,75-575-35,7558M,7.5,0.575
47.875,-2.5,75,575,35,75-575-35,7558M,7.5,0.575
47.875,-2.25,74,575,35,74-575-35,7458M,7.4,0.575
47.875,-2,74,575,35,74-575-35,7458M,7.4,0.575
47.875,-1.75,73,550,35,73-550-35,7355M,7.3,0.55
47.875,-1.5,73,550,35,73-550-35,7355M,7.3,0.55
47.875,-1.25,72,550,35,72-550-35,7255M,7.2,0.55
47.875,-1,72,550,35,72-550-35,7255M,7.2,0.55
47.875,-0.75,71,550,35,71-550-35,7155M,7.1,0.55
47.875,-0.5,71,550,35,71-550-35,7155M,7.1,0.55
47.875,-0.25,70,550,35,70-550-35,7055M,7,0.55
48,-6.5,83,600,35,83-600-35,8360M,8.3,0.6
48,-6.25,82,600,35,82-600-35,8260M,8.2,0.6
48,-6,82,600,35,82-600-35,8260M,8.2,0.6
48,-5.75,81,600,35,81-600-35,8160M,8.1,0.6
48,-5.5,81,600,35,81-600-35,8160M,8.1,0.6
48,-5.25,80,600,35,80-600-35,8060M,8,0.6
48,-5,80,575,35,80-575-35,8058M,8,0.575
48,-4.75,79,575,35,79-575-35,7958M,7.9,0.575
48,-4.5,79,575,35,79-575-35,7958M,7.9,0.575
48,-4.25,78,575,35,78-575-35,7858M,7.8,0.575
48,-4,78,575,35,78-575-35,7858M,7.8,0.575
48,-3.75,77,575,35,77-575-35,7758M,7.7,0.575
48,-3.5,77,575,35,77-575-35,7758M,7.7,0.575
48,-3.25,76,575,35,76-575-35,7658M,7.6,0.575
48,-3,76,575,35,76-575-35,7658M,7.6,0.575
48,-2.75,75,575,35,75-575-35,7558M,7.5,0.575
48,-2.5,75,575,35,75-575-35,7558M,7.5,0.575
48,-2.25,74,575,35,74-575-35,7458M,7.4,0.575
48,-2,74,575,35,74-575-35,7458M,7.4,0.575
48,-1.75,73,575,35,73-575-35,7358M,7.3,0.575
48,-1.5,73,550,35,73-550-35,7355M,7.3,0.55
48,-1.25,72,550,35,72-550-35,7255M,7.2,0.55
48,-1,72,550,35,72-550-35,7255M,7.2,0.55
48,-0.75,71,550,35,71-550-35,7155M,7.1,0.55
48,-0.5,71,550,35,71-550-35,7155M,7.1,0.55
48,-0.25,70,550,35,70-550-35,7055M,7,0.55
48.125,-6.5,83,600,35,83-600-35,8360M,8.3,0.6
48.125,-6.25,82,600,35,82-600-35,8260M,8.2,0.6
48.125,-6,82,600,35,82-600-35,8260M,8.2,0.6
48.125,-5.75,81,600,35,81-600-35,8160M,8.1,0.6
48.125,-5.5,80,600,35,80-600-35,8060M,8,0.6
48.125,-5.25,80,600,35,80-600-35,8060M,8,0.6
48.125,-5,79,575,35,79-575-35,7958M,7.9,0.575
48.125,-4.75,79,575,35,79-575-35,7958M,7.9,0.575
48.125,-4.5,78,575,35,78-575-35,7858M,7.8,0.575
48.125,-4.25,78,575,35,78-575-35,7858M,7.8,0.575
48.125,-4,77,575,35,77-575-35,7758M,7.7,0.575
48.125,-3.75,77,575,35,77-575-35,7758M,7.7,0.575
48.125,-3.5,76,575,35,76-575-35,7658M,7.6,0.575
48.125,-3.25,76,575,35,76-575-35,7658M,7.6,0.575
48.125,-3,75,575,35,75-575-35,7558M,7.5,0.575
48.125,-2.75,75,575,35,75-575-35,7558M,7.5,0.575
48.125,-2.5,74,575,35,74-575-35,7458M,7.4,0.575
48.125,-2.25,74,575,35,74-575-35,7458M,7.4,0.575
48.125,-2,73,575,35,73-575-35,7358M,7.3,0.575
48.125,-1.75,73,575,35,73-575-35,7358M,7.3,0.575
48.125,-1.5,72,550,35,72-550-35,7255M,7.2,0.55
48.125,-1.25,72,550,35,72-550-35,7255M,7.2,0.55
48.125,-1,71,550,35,71-550-35,7155M,7.1,0.55
48.125,-0.75,71,550,35,71-550-35,7155M,7.1,0.55
48.125,-0.5,70,550,35,70-550-35,7055M,7,0.55
48.125,-0.25,70,550,35,70-550-35,7055M,7,0.55
48.25,-6.5,82,600,35,82-600-35,8260M,8.2,0.6
48.25,-6.25,82,600,35,82-600-35,8260M,8.2,0.6
48.25,-6,81,600,35,81-600-35,8160M,8.1,0.6
48.25,-5.75,81,600,35,81-600-35,8160M,8.1,0.6
48.25,-5.5,80,600,35,80-600-35,8060M,8,0.6
48.25,-5.25,80,600,35,80-600-35,8060M,8,0.6
48.25,-5,79,600,35,79-600-35,7960M,7.9,0.6
48.25,-4.75,79,575,35,79-575-35,7958M,7.9,0.575
48.25,-4.5,78,575,35,78-575-35,7858M,7.8,0.575
48.25,-4.25,78,575,35,78-575-35,7858M,7.8,0.575
48.25,-4,77,575,35,77-575-35,7758M,7.7,0.575
48.25,-3.75,77,575,35,77-575-35,7758M,7.7,0.575
48.25,-3.5,76,575,35,76-575-35,7658M,7.6,0.575
48.25,-3.25,76,575,35,76-575-35,7658M,7.6,0.575
48.25,-3,75,575,35,75-575-35,7558M,7.5,0.575
48.25,-2.75,75,575,35,75-575-35,7558M,7.5,0.575
48.25,-2.5,74,575,35,74-575-35,7458M,7.4,0.575
48.25,-2.25,74,575,35,74-575-35,7458M,7.4,0.575
48.25,-2,73,575,35,73-575-35,7358M,7.3,0.575
48.25,-1.75,73,575,35,73-575-35,7358M,7.3,0.575
48.25,-1.5,72,575,35,72-575-35,7258M,7.2,0.575
48.25,-1.25,72,550,35,72-550-35,7255M,7.2,0.55
48.25,-1,71,550,35,71-550-35,7155M,7.1,0.55
48.25,-0.75,71,550,35,71-550-35,7155M,7.1,0.55
48.25,-0.5,70,550,35,70-550-35,7055M,7,0.55
48.25,-0.25,70,550,35,70-550-35,7055M,7,0.55
48.375,-6.5,82,600,35,82-600-35,8260M,8.2,0.6
48.375,-6.25,82,600,35,82-600-35,8260M,8.2,0.6
48.375,-6,81,600,35,81-600-35,8160M,8.1,0.6
48.375,-5.75,80,600,35,80-600-35,8060M,8,0.6
48.375,-5.5,80,600,35,80-600-35,8060M,8,0.6
48.375,-5.25,79,600,35,79-600-35,7960M,7.9,0.6
48.375,-5,79,600,35,79-600-35,7960M,7.9,0.6
48.375,-4.75,78,575,35,78-575-35,7858M,7.8,0.575
48.375,-4.5,78,575,35,78-575-35,7858M,7.8,0.575
48.375,-4.25,77,575,35,77-575-35,7758M,7.7,0.575
48.375,-4,77,575,35,77-575-35,7758M,7.7,0.575
48.375,-3.75,76,575,35,76-575-35,7658M,7.6,0.575
48.375,-3.5,76,575,35,76-575-35,7658M,7.6,0.575
48.375,-3.25,75,575,35,75-575-35,7558M,7.5,0.575
48.375,-3,75,575,35,75-575-35,7558M,7.5,0.575
48.375,-2.75,74,575,35,74-575-35,7458M,7.4,0.575
48.375,-2.5,74,575,35,74-575-35,7458M,7.4,0.575
48.375,-2.25,73,575,35,73-575-35,7358M,7.3,0.575
48.375,-2,73,575,35,73-575-35,7358M,7.3,0.575
48.375,-1.75,72,575,35,72-575-35,7258M,7.2,0.575
48.375,-1.5,72,575,35,72-575-35,7258M,7.2,0.575
48.375,-1.25,71,550,35,71-550-35,7155M,7.1,0.55
48.375,-1,71,550,35,71-550-35,7155M,7.1,0.55
48.375,-0.75,70,550,35,70-550-35,7055M,7,0.55
48.375,-0.5,70,550,35,70-550-35,7055M,7,0.55
48.375,-0.25,69,550,35,69-550-35,6955M,6.9,0.55
48.5,-6.5,82,600,36,82-600-36,8260O,8.2,0.6
48.5,-6.25,81,600,36,81-600-36,8160O,8.1,0.6
48.5,-6,81,600,36,81-600-36,8160O,8.1,0.6
48.5,-5.75,80,600,36,80-600-36,8060O,8,0.6
48.5,-5.5,80,600,36,80-600-36,8060O,8,0.6
48.5,-5.25,79,600,36,79-600-36,7960O,7.9,0.6
48.5,-5,79,600,36,79-600-36,7960O,7.9,0.6
48.5,-4.75,78,600,36,78-600-36,7860O,7.8,0.6
48.5,-4.5,78,575,36,78-575-36,7858O,7.8,0.575
48.5,-4.25,77,575,36,77-575-36,7758O,7.7,0.575
48.5,-4,77,575,36,77-575-36,7758O,7.7,0.575
48.5,-3.75,76,575,36,76-575-36,7658O,7.6,0.575
48.5,-3.5,76,575,36,76-575-36,7658O,7.6,0.575
48.5,-3.25,75,575,36,75-575-36,7558O,7.5,0.575
48.5,-3,75,575,36,75-575-36,7558O,7.5,0.575
48.5,-2.75,74,575,36,74-575-36,7458O,7.4,0.575
48.5,-2.5,74,575,36,74-575-36,7458O,7.4,0.575
48.5,-2.25,73,575,36,73-575-36,7358O,7.3,0.575
48.5,-2,73,575,36,73-575-36,7358O,7.3,0.575
48.5,-1.75,72,575,36,72-575-36,7258O,7.2,0.575
48.5,-1.5,72,575,36,72-575-36,7258O,7.2,0.575
48.5,-1.25,71,575,36,71-575-36,7158O,7.1,0.575
48.5,-1,71,550,36,71-550-36,7155O,7.1,0.55
48.5,-0.75,70,550,36,70-550-36,7055O,7,0.55
48.5,-0.5,70,550,36,70-550-36,7055O,7,0.55
48.5,-0.25,69,550,36,69-550-36,6955O,6.9,0.55
48.625,-6.5,82,600,36,82-600-36,8260O,8.2,0.6
48.625,-6.25,81,600,36,81-600-36,8160O,8.1,0.6
48.625,-6,80,600,36,80-600-36,8060O,8,0.6
48.625,-5.75,80,600,36,80-600-36,8060O,8,0.6
48.625,-5.5,79,600,36,79-600-36,7960O,7.9,0.6
48.625,-5.25,79,600,36,79-600-36,7960O,7.9,0.6
48.625,-5,78,600,36,78-600-36,7860O,7.8,0.6
48.625,-4.75,78,600,36,78-600-36,7860O,7.8,0.6
48.625,-4.5,77,575,36,77-575-36,7758O,7.7,0.575
48.625,-4.25,77,575,36,77-575-36,7758O,7.7,0.575
48.625,-4,76,575,36,76-575-36,7658O,7.6,0.575
48.625,-3.75,76,575,36,76-575-36,7658O,7.6,0.575
48.625,-3.5,75,575,36,75-575-36,7558O,7.5,0.575
48.625,-3.25,75,575,36,75-575-36,7558O,7.5,0.575
48.625,-3,74,575,36,74-575-36,7458O,7.4,0.575
48.625,-2.75,74,575,36,74-575-36,7458O,7.4,0.575
48.625,-2.5,73,575,36,73-575-36,7358O,7.3,0.575
48.625,-2.25,73,575,36,73-575-36,7358O,7.3,0.575
48.625,-2,72,575,36,72-575-36,7258O,7.2,0.575
48.625,-1.75,72,575,36,72-575-36,7258O,7.2,0.575
48.625,-1.5,71,575,36,71-575-36,7158O,7.1,0.575
48.625,-1.25,71,575,36,71-575-36,7158O,7.1,0.575
48.625,-1,70,550,36,70-550-36,7055O,7,0.55
48.625,-0.75,70,550,36,70-550-36,7055O,7,0.55
48.625,-0.5,69,550,36,69-550-36,6955O,6.9,0.55
48.625,-0.25,69,550,36,69-550-36,6955O,6.9,0.55
48.75,-6.5,81,600,36,81-600-36,8160O,8.1,0.6
48.75,-6.25,81,600,36,81-600-36,8160O,8.1,0.6
48.75,-6,80,600,36,80-600-36,8060O,8,0.6
48.75,-5.75,80,600,36,80-600-36,8060O,8,0.6
48.75,-5.5,79,600,36,79-600-36,7960O,7.9,0.6
48.75,-5.25,79,600,36,79-600-36,7960O,7.9,0.6
48.75,-5,78,600,36,78-600-36,7860O,7.8,0.6
48.75,-4.75,78,600,36,78-600-36,7860O,7.8,0.6
48.75,-4.5,77,600,36,77-600-36,7760O,7.7,0.6
48.75,-4.25,77,575,36,77-575-36,7758O,7.7,0.575
48.75,-4,76,575,36,76-575-36,7658O,7.6,0.575
48.75,-3.75,76,575,36,76-575-36,7658O,7.6,0.575
48.75,-3.5,75,575,36,75-575-36,7558O,7.5,0.575
48.75,-3.25,75,575,36,75-575-36,7558O,7.5,0.575
48.75,-3,74,575,36,74-575-36,7458O,7.4,0.575
48.75,-2.75,74,575,36,74-575-36,7458O,7.4,0.575
48.75,-2.5,73,575,36,73-575-36,7358O,7.3,0.575
48.75,-2.25,73,575,36,73-575-36,7358O,7.3,0.575
48.75,-2,72,575,36,72-575-36,7258O,7.2,0.575
48.75,-1.75,72,575,36,72-575-36,7258O,7.2,0.575
48.75,-1.5,71,575,36,71-575-36,7158O,7.1,0.575
48.75,-1.25,71,575,36,71-575-36,7158O,7.1,0.575
48.75,-1,70,575,36,70-575-36,7058O,7,0.575
48.75,-0.75,70,550,36,70-550-36,7055O,7,0.55
48.75,-0.5,69,550,36,69-550-36,6955O,6.9,0.55
48.75,-0.25,69,550,36,69-550-36,6955O,6.9,0.55
48.875,-6.5,81,600,36,81-600-36,8160O,8.1,0.6
48.875,-6.25,80,600,36,80-600-36,8060O,8,0.6
48.875,-6,80,600,36,80-600-36,8060O,8,0.6
48.875,-5.75,79,600,36,79-600-36,7960O,7.9,0.6
48.875,-5.5,79,600,36,79-600-36,7960O,7.9,0.6
48.875,-5.25,78,600,36,78-600-36,7860O,7.8,0.6
48.875,-5,78,600,36,78-600-36,7860O,7.8,0.6
48.875,-4.75,77,600,36,77-600-36,7760O,7.7,0.6
48.875,-4.5,77,600,36,77-600-36,7760O,7.7,0.6
48.875,-4.25,76,575,36,76-575-36,7658O,7.6,0.575
48.875,-4,76,575,36,76-575-36,7658O,7.6,0.575
48.875,-3.75,75,575,36,75-575-36,7558O,7.5,0.575
48.875,-3.5,75,575,36,75-575-36,7558O,7.5,0.575
48.875,-3.25,74,575,36,74-575-36,7458O,7.4,0.575
48.875,-3,74,575,36,74-575-36,7458O,7.4,0.575
48.875,-2.75,73,575,36,73-575-36,7358O,7.3,0.575
48.875,-2.5,73,575,36,73-575-36,7358O,7.3,0.575
48.875,-2.25,72,575,36,72-575-36,7258O,7.2,0.575
48.875,-2,72,575,36,72-575-36,7258O,7.2,0.575
48.875,-1.75,71,575,36,71-575-36,7158O,7.1,0.575
48.875,-1.5,71,575,36,71-575-36,7158O,7.1,0.575
48.875,-1.25,70,575,36,70-575-36,7058O,7,0.575
48.875,-1,70,575,36,70-575-36,7058O,7,0.575
48.875,-0.75,69,550,36,69-550-36,6955O,6.9,0.55
48.875,-0.5,69,550,36,69-550-36,6955O,6.9,0.55
48.875,-0.25,68,550,36,68-550-36,6855O,6.8,0.55
49,-6.5,81,600,36,81-600-36,8160O,8.1,0.6
49,-6.25,80,600,36,80-600-36,8060O,8,0.6
49,-6,80,600,36,80-600-36,8060O,8,0.6
49,-5.75,79,600,36,79-600-36,7960O,7.9,0.6
49,-5.5,79,600,36,79-600-36,7960O,7.9,0.6
49,-5.25,78,600,36,78-600-36,7860O,7.8,0.6
49,-5,78,600,36,78-600-36,7860O,7.8,0.6
49,-4.75,77,600,36,77-600-36,7760O,7.7,0.6
49,-4.5,77,600,36,77-600-36,7760O,7.7,0.6
49,-4.25,76,600,36,76-600-36,7660O,7.6,0.6
49,-4,76,575,36,76-575-36,7658O,7.6,0.575
49,-3.75,75,575,36,75-575-36,7558O,7.5,0.575
49,-3.5,75,575,36,75-575-36,7558O,7.5,0.575
49,-3.25,74,575,36,74-575-36,7458O,7.4,0.575
49,-3,74,575,36,74-575-36,7458O,7.4,0.575
49,-2.75,73,575,36,73-575-36,7358O,7.3,0.575
49,-2.5,73,575,36,73-575-36,7358O,7.3,0.575
49,-2.25,72,575,36,72-575-36,7258O,7.2,0.575
49,-2,72,575,36,72-575-36,7258O,7.2,0.575
49,-1.75,71,575,36,71-575-36,7158O,7.1,0.575
49,-1.5,71,575,36,71-575-36,7158O,7.1,0.575
49,-1.25,70,575,36,70-575-36,7058O,7,0.575
49,-1,70,575,36,70-575-36,7058O,7,0.575
49,-0.75,69,575,36,69-575-36,6958O,6.9,0.575
49,-0.5,69,550,36,69-550-36,6955O,6.9,0.55
49,-0.25,68,550,36,68-550-36,6855O,6.8,0.55
49.125,-6.5,80,600,36,80-600-36,8060O,8,0.6
49.125,-6.25,80,600,36,80-600-36,8060O,8,0.6
49.125,-6,79,600,36,79-600-36,7960O,7.9,0.6
49.125,-5.75,79,600,36,79-600-36,7960O,7.9,0.6
49.125,-5.5,78,600,36,78-600-36,7860O,7.8,0.6
49.125,-5.25,78,600,36,78-600-36,7860O,7.8,0.6
49.125,-5,77,600,36,77-600-36,7760O,7.7,0.6
49.125,-4.75,77,600,36,77-600-36,7760O,7.7,0.6
49.125,-4.5,76,600,36,76-600-36,7660O,7.6,0.6
49.125,-4.25,76,600,36,76-600-36,7660O,7.6,0.6
49.125,-4,75,575,36,75-575-36,7558O,7.5,0.575
49.125,-3.75,75,575,36,75-575-36,7558O,7.5,0.575
49.125,-3.5,74,575,36,74-575-36,7458O,7.4,0.575
49.125,-3.25,74,575,36,74-575-36,7458O,7.4,0.575
49.125,-3,73,575,36,73-575-36,7358O,7.3,0.575
49.125,-2.75,73,575,36,73-575-36,7358O,7.3,0.575
49.125,-2.5,72,575,36,72-575-36,7258O,7.2,0.575
49.125,-2.25,72,575,36,72-575-36,7258O,7.2,0.575
49.125,-2,71,575,36,71-575-36,7158O,7.1,0.575
49.125,-1.75,71,575,36,71-575-36,7158O,7.1,0.575
49.125,-1.5,70,575,36,70-575-36,7058O,7,0.575
49.125,-1.25,70,575,36,70-575-36,7058O,7,0.575
49.125,-1,69,575,36,69-575-36,6958O,6.9,0.575
49.125,-0.75,69,575,36,69-575-36,6958O,6.9,0.575
49.125,-0.5,68,550,36,68-550-36,6855O,6.8,0.55
49.125,-0.25,68,550,36,68-550-36,6855O,6.8,0.55
49.25,-6.5,80,600,36,80-600-36,8060O,8,0.6
49.25,-6.25,80,600,36,80-600-36,8060O,8,0.6
49.25,-6,79,600,36,79-600-36,7960O,7.9,0.6
49.25,-5.75,79,600,36,79-600-36,7960O,7.9,0.6
49.25,-5.5,78,600,36,78-600-36,7860O,7.8,0.6
49.25,-5.25,78,600,36,78-600-36,7860O,7.8,0.6
49.25,-5,77,600,36,77-600-36,7760O,7.7,0.6
49.25,-4.75,77,600,36,77-600-36,7760O,7.7,0.6
49.25,-4.5,76,600,36,76-600-36,7660O,7.6,0.6
49.25,-4.25,76,600,36,76-600-36,7660O,7.6,0.6
49.25,-4,75,600,36,75-600-36,7560O,7.5,0.6
49.25,-3.75,75,575,36,75-575-36,7558O,7.5,0.575
49.25,-3.5,74,575,36,74-575-36,7458O,7.4,0.575
49.25,-3.25,74,575,36,74-575-36,7458O,7.4,0.575
49.25,-3,73,575,36,73-575-36,7358O,7.3,0.575
49.25,-2.75,73,575,36,73-575-36,7358O,7.3,0.575
49.25,-2.5,72,575,36,72-575-36,7258O,7.2,0.575
49.25,-2.25,72,575,36,72-575-36,7258O,7.2,0.575
49.25,-2,71,575,36,71-575-36,7158O,7.1,0.575
49.25,-1.75,71,575,36,71-575-36,7158O,7.1,0.575
49.25,-1.5,70,575,36,70-575-36,7058O,7,0.575
49.25,-1.25,70,575,36,70-575-36,7058O,7,0.575
49.25,-1,69,575,36,69-575-36,6958O,6.9,0.575
49.25,-0.75,69,575,36,69-575-36,6958O,6.9,0.575
49.25,-0.5,68,575,36,68-575-36,6858O,6.8,0.575
49.25,-0.25,68,550,36,68-550-36,6855O,6.8,0.55
49.375,-6.5,80,600,36,80-600-36,8060O,8,0.6
49.375,-6.25,79,600,36,79-600-36,7960O,7.9,0.6
49.375,-6,79,600,36,79-600-36,7960O,7.9,0.6
49.375,-5.75,78,600,36,78-600-36,7860O,7.8,0.6
49.375,-5.5,78,600,36,78-600-36,7860O,7.8,0.6
49.375,-5.25,77,600,36,77-600-36,7760O,7.7,0.6
49.375,-5,77,600,36,77-600-36,7760O,7.7,0.6
49.375,-4.75,76,600,36,76-600-36,7660O,7.6,0.6
49.375,-4.5,76,600,36,76-600-36,7660O,7.6,0.6
49.375,-4.25,75,600,36,75-600-36,7560O,7.5,0.6
49.375,-4,75,600,36,75-600-36,7560O,7.5,0.6
49.375,-3.75,74,575,36,74-575-36,7458O,7.4,0.575
49.375,-3.5,74,575,36,74-575-36,7458O,7.4,0.575
49.375,-3.25,73,575,36,73-575-36,7358O,7.3,0.575
49.375,-3,73,575,36,73-575-36,7358O,7.3,0.575
49.375,-2.75,72,575,36,72-575-36,7258O,7.2,0.575
49.375,-2.5,72,575,36,72-575-36,7258O,7.2,0.575
49.375,-2.25,71,575,36,71-575-36,7158O,7.1,0.575
49.375,-2,71,575,36,71-575-36,7158O,7.1,0.575
49.375,-1.75,70,575,36,70-575-36,7058O,7,0.575
49.375,-1.5,70,575,36,70-575-36,7058O,7,0.575
49.375,-1.25,69,575,36,69-575-36,6958O,6.9,0.575
49.375,-1,69,575,36,69-575-36,6958O,6.9,0.575
49.375,-0.75,68,575,36,68-575-36,6858O,6.8,0.575
49.375,-0.5,68,575,36,68-575-36,6858O,6.8,0.575
49.375,-0.25,67,550,36,67-550-36,6755O,6.7,0.55
49.5,-6.5,80,600,36,80-600-36,8060O,8,0.6
49.5,-6.25,79,600,36,79-600-36,7960O,7.9,0.6
49.5,-6,79,600,36,79-600-36,7960O,7.9,0.6
49.5,-5.75,78,600,36,78-600-36,7860O,7.8,0.6
49.5,-5.5,78,600,36,78-600-36,7860O,7.8,0.6
49.5,-5.25,77,600,36,77-600-36,7760O,7.7,0.6
49.5,-5,77,600,36,77-600-36,7760O,7.7,0.6
49.5,-4.75,76,600,36,76-600-36,7660O,7.6,0.6
49.5,-4.5,76,600,36,76-600-36,7660O,7.6,0.6
49.5,-4.25,75,600,36,75-600-36,7560O,7.5,0.6
49.5,-4,75,600,36,75-600-36,7560O,7.5,0.6
49.5,-3.75,74,600,36,74-600-36,7460O,7.4,0.6
49.5,-3.5,74,575,36,74-575-36,7458O,7.4,0.575
49.5,-3.25,73,575,36,73-575-36,7358O,7.3,0.575
49.5,-3,73,575,36,73-575-36,7358O,7.3,0.575
49.5,-2.75,72,575,36,72-575-36,7258O,7.2,0.575
49.5,-2.5,72,575,36,72-575-36,7258O,7.2,0.575
49.5,-2.25,71,575,36,71-575-36,7158O,7.1,0.575
49.5,-2,71,575,36,71-575-36,7158O,7.1,0.575
49.5,-1.75,70,575,36,70-575-36,7058O,7,0.575
49.5,-1.5,70,575,36,70-575-36,7058O,7,0.575
49.5,-1.25,69,575,36,69-575-36,6958O,6.9,0.575
49.5,-1,69,575,36,69-575-36,6958O,6.9,0.575
49.5,-0.75,68,575,36,68-575-36,6858O,6.8,0.575
49.5,-0.5,68,575,36,68-575-36,6858O,6.8,0.575
49.5,-0.25,67,575,36,67-575-36,6758O,6.7,0.575
49.625,-6.5,79,600,36,79-600-36,7960O,7.9,0.6
49.625,-6.25,79,600,36,79-600-36,7960O,7.9,0.6
49.625,-6,78,600,36,78-600-36,7860O,7.8,0.6
49.625,-5.75,78,600,36,78-600-36,7860O,7.8,0.6
49.625,-5.5,77,600,36,77-600-36,7760O,7.7,0.6
49.625,-5.25,77,600,36,77-600-36,7760O,7.7,0.6
49.625,-5,76,600,36,76-600-36,7660O,7.6,0.6
49.625,-4.75,76,600,36,76-600-36,7660O,7.6,0.6
49.625,-4.5,75,600,36,75-600-36,7560O,7.5,0.6
49.625,-4.25,75,600,36,75-600-36,7560O,7.5,0.6
49.625,-4,74,600,36,74-600-36,7460O,7.4,0.6
49.625,-3.75,74,600,36,74-600-36,7460O,7.4,0.6
49.625,-3.5,73,575,36,73-575-36,7358O,7.3,0.575
49.625,-3.25,73,575,36,73-575-36,7358O,7.3,0.575
49.625,-3,72,575,36,72-575-36,7258O,7.2,0.575
49.625,-2.75,72,575,36,72-575-36,7258O,7.2,0.575
49.625,-2.5,71,575,36,71-575-36,7158O,7.1,0.575
49.625,-2.25,71,575,36,71-575-36,7158O,7.1,0.575
49.625,-2,70,575,36,70-575-36,7058O,7,0.575
49.625,-1.75,70,575,36,70-575-36,7058O,7,0.575
49.625,-1.5,69,575,36,69-575-36,6958O,6.9,0.575
49.625,-1.25,69,575,36,69-575-36,6958O,6.9,0.575
49.625,-1,68,575,36,68-575-36,6858O,6.8,0.575
49.625,-0.75,68,575,36,68-575-36,6858O,6.8,0.575
49.625,-0.5,67,575,36,67-575-36,6758O,6.7,0.575
49.625,-0.25,67,575,36,67-575-36,6758O,6.7,0.575
49.75,-6.5,79,600,36,79-600-36,7960O,7.9,0.6
49.75,-6.25,79,600,36,79-600-36,7960O,7.9,0.6
49.75,-6,78,600,36,78-600-36,7860O,7.8,0.6
49.75,-5.75,78,600,36,78-600-36,7860O,7.8,0.6
49.75,-5.5,77,600,36,77-600-36,7760O,7.7,0.6
49.75,-5.25,77,600,36,77-600-36,7760O,7.7,0.6
49.75,-5,76,600,36,76-600-36,7660O,7.6,0.6
49.75,-4.75,76,600,36,76-600-36,7660O,7.6,0.6
49.75,-4.5,75,600,36,75-600-36,7560O,7.5,0.6
49.75,-4.25,75,600,36,75-600-36,7560O,7.5,0.6
49.75,-4,74,600,36,74-600-36,7460O,7.4,0.6
49.75,-3.75,74,600,36,74-600-36,7460O,7.4,0.6
49.75,-3.5,73,600,36,73-600-36,7360O,7.3,0.6
49.75,-3.25,73,575,36,73-575-36,7358O,7.3,0.575
49.75,-3,72,575,36,72-575-36,7258O,7.2,0.575
49.75,-2.75,72,575,36,72-575-36,7258O,7.2,0.575
49.75,-2.5,71,575,36,71-575-36,7158O,7.1,0.575
49.75,-2.25,71,575,36,71-575-36,7158O,7.1,0.575
49.75,-2,70,575,36,70-575-36,7058O,7,0.575
49.75,-1.75,70,575,36,70-575-36,7058O,7,0.575
49.75,-1.5,69,575,36,69-575-36,6958O,6.9,0.575
49.75,-1.25,69,575,36,69-575-36,6958O,6.9,0.575
49.75,-1,68,575,36,68-575-36,6858O,6.8,0.575
49.75,-0.75,68,575,36,68-575-36,6858O,6.8,0.575
49.75,-0.5,67,575,36,67-575-36,6758O,6.7,0.575
49.75,-0.25,67,575,36,67-575-36,6758O,6.7,0.575
49.875,-6.5,79,600,36,79-600-36,7960O,7.9,0.6
49.875,-6.25,78,600,36,78-600-36,7860O,7.8,0.6
49.875,-6,78,600,36,78-600-36,7860O,7.8,0.6
49.875,-5.75,77,600,36,77-600-36,7760O,7.7,0.6
49.875,-5.5,77,600,36,77-600-36,7760O,7.7,0.6
49.875,-5.25,76,600,36,76-600-36,7660O,7.6,0.6
49.875,-5,76,600,36,76-600-36,7660O,7.6,0.6
49.875,-4.75,75,600,36,75-600-36,7560O,7.5,0.6
49.875,-4.5,75,600,36,75-600-36,7560O,7.5,0.6
49.875,-4.25,74,600,36,74-600-36,7460O,7.4,0.6
