Flat K,MRS,BC_Code,RZD_Code,LZA,Lens_Code,Lens_Code_Lazer,BC,RZD
45.75,-6.5,87,575,34,87-575-34,8758K,8.7,0.575
45.75,-6.25,87,575,34,87-575-34,8758K,8.7,0.575
45.75,-6,86,575,34,86-575-34,8658K,8.6,0.575
45.75,-5.75,86,575,34,86-575-34,8658K,8.6,0.575
45.75,-5.5,85,575,34,85-575-34,8558K,8.5,0.575
45.75,-5.25,85,575,34,85-575-34,8558K,8.5,0.575
45.75,-5,84,575,34,84-575-34,8458K,8.4,0.575
45.75,-4.75,84,575,34,84-575-34,8458K,8.4,0.575
45.75,-4.5,83,575,34,83-575-34,8358K,8.3,0.575
45.75,-4.25,83,575,34,83-575-34,8358K,8.3,0.575
45.75,-4,82,575,34,82-575-34,8258K,8.2,0.575
45.75,-3.75,82,550,34,82-550-34,8255K,8.2,0.55
45.75,-3.5,81,550,34,81-550-34,8155K,8.1,0.55
45.75,-3.25,81,550,34,81-550-34,8155K,8.1,0.55
45.75,-3,80,550,34,80-550-34,8055K,8,0.55
45.75,-2.75,80,550,34,80-550-34,8055K,8,0.55
45.75,-2.5,79,550,34,79-550-34,7955K,7.9,0.55
45.75,-2.25,79,550,34,79-550-34,7955K,7.9,0.55
45.75,-2,78,550,34,78-550-34,7855K,7.8,0.55
45.75,-1.75,78,550,34,78-550-34,7855K,7.8,0.55
45.75,-1.5,77,550,34,77-550-34,7755K,7.7,0.55
45.75,-1.25,77,550,34,77-550-34,7755K,7.7,0.55
45.75,-1,76,550,34,76-550-34,7655K,7.6,0.55
45.75,-0.75,76,550,34,76-550-34,7655K,7.6,0.55
45.75,-0.5,75,525,34,75-525-34,7553K,7.5,0.525
45.75,-0.25,75,525,34,75-525-34,7553K,7.5,0.525
45.875,-6.5,87,575,34,87-575-34,8758K,8.7,0.575
45.875,-6.25,87,575,34,87-575-34,8758K,8.7,0.575
45.875,-6,86,575,34,86-575-34,8658K,8.6,0.575
45.875,-5.75,86,575,34,86-575-34,8658K,8.6,0.575
45.875,-5.5,85,575,34,85-575-34,8558K,8.5,0.575
45.875,-5.25,85,575,34,85-575-34,8558K,8.5,0.575
45.875,-5,84,575,34,84-575-34,8458K,8.4,0.575
45.875,-4.75,84,575,34,84-575-34,8458K,8.4,0.575
45.875,-4.5,83,575,34,83-575-34,8358K,8.3,0.575
45.875,-4.25,83,575,34,83-575-34,8358K,8.3,0.575
45.875,-4,82,575,34,82-575-34,8258K,8.2,0.575
45.875,-3.75,82,550,34,82-550-34,8255K,8.2,0.55
45.875,-3.5,81,550,34,81-550-34,8155K,8.1,0.55
45.875,-3.25,80,550,34,80-550-34,8055K,8,0.55
45.875,-3,80,550,34,80-550-34,8055K,8,0.55
45.875,-2.75,79,550,34,79-550-34,7955K,7.9,0.55
45.875,-2.5,79,550,34,79-550-34,7955K,7.9,0.55
45.875,-2.25,78,550,34,78-550-34,7855K,7.8,0.55
45.875,-2,78,550,34,78-550-34,7855K,7.8,0.55
45.875,-1.75,77,550,34,77-550-34,7755K,7.7,0.55
45.875,-1.5,77,550,34,77-550-34,7755K,7.7,0.55
45.875,-1.25,76,550,34,76-550-34,7655K,7.6,0.55
45.875,-1,76,550,34,76-550-34,7655K,7.6,0.55
45.875,-0.75,75,550,34,75-550-34,7555K,7.5,0.55
45.875,-0.5,75,550,34,75-550-34,7555K,7.5,0.55
45.875,-0.25,74,525,34,74-525-34,7453K,7.4,0.525
46,-6.5,87,575,34,87-575-34,8758K,8.7,0.575
46,-6.25,86,575,34,86-575-34,8658K,8.6,0.575
46,-6,86,575,34,86-575-34,8658K,8.6,0.575
46,-5.75,85,575,34,85-575-34,8558K,8.5,0.575
46,-5.5,85,575,34,85-575-34,8558K,8.5,0.575
46,-5.25,84,575,34,84-575-34,8458K,8.4,0.575
46,-5,84,575,34,84-575-34,8458K,8.4,0.575
46,-4.75,83,575,34,83-575-34,8358K,8.3,0.575
46,-4.5,83,575,34,83-575-34,8358K,8.3,0.575
46,-4.25,82,575,34,82-575-34,8258K,8.2,0.575
46,-4,82,575,34,82-575-34,8258K,8.2,0.575
46,-3.75,81,575,34,81-575-34,8158K,8.1,0.575
46,-3.5,81,550,34,81-550-34,8155K,8.1,0.55
46,-3.25,80,550,34,80-550-34,8055K,8,0.55
46,-3,80,550,34,80-550-34,8055K,8,0.55
46,-2.75,79,550,34,79-550-34,7955K,7.9,0.55
46,-2.5,79,550,34,79-550-34,7955K,7.9,0.55
46,-2.25,78,550,34,78-550-34,7855K,7.8,0.55
46,-2,78,550,34,78-550-34,7855K,7.8,0.55
46,-1.75,77,550,34,77-550-34,7755K,7.7,0.55
46,-1.5,77,550,34,77-550-34,7755K,7.7,0.55
46,-1.25,76,550,34,76-550-34,7655K,7.6,0.55
46,-1,76,550,34,76-550-34,7655K,7.6,0.55
46,-0.75,75,550,34,75-550-34,7555K,7.5,0.55
46,-0.5,75,550,34,75-550-34,7555K,7.5,0.55
46,-0.25,74,525,34,74-525-34,7453K,7.4,0.525
46.125,-6.5,87,575,34,87-575-34,8758K,8.7,0.575
46.125,-6.25,86,575,34,86-575-34,8658K,8.6,0.575
46.125,-6,86,575,34,86-575-34,8658K,8.6,0.575
46.125,-5.75,85,575,34,85-575-34,8558K,8.5,0.575
46.125,-5.5,85,575,34,85-575-34,8558K,8.5,0.575
46.125,-5.25,84,575,34,84-575-34,8458K,8.4,0.575
46.125,-5,84,575,34,84-575-34,8458K,8.4,0.575
46.125,-4.75,83,575,34,83-575-34,8358K,8.3,0.575
46.125,-4.5,83,575,34,83-575-34,8358K,8.3,0.575
46.125,-4.25,82,575,34,82-575-34,8258K,8.2,0.575
46.125,-4,82,575,34,82-575-34,8258K,8.2,0.575
46.125,-3.75,81,575,34,81-575-34,8158K,8.1,0.575
46.125,-3.5,80,550,34,80-550-34,8055K,8,0.55
46.125,-3.25,80,550,34,80-550-34,8055K,8,0.55
46.125,-3,79,550,34,79-550-34,7955K,7.9,0.55
46.125,-2.75,79,550,34,79-550-34,7955K,7.9,0.55
46.125,-2.5,78,550,34,78-550-34,7855K,7.8,0.55
46.125,-2.25,78,550,34,78-550-34,7855K,7.8,0.55
46.125,-2,77,550,34,77-550-34,7755K,7.7,0.55
46.125,-1.75,77,550,34,77-550-34,7755K,7.7,0.55
46.125,-1.5,76,550,34,76-550-34,7655K,7.6,0.55
46.125,-1.25,76,550,34,76-550-34,7655K,7.6,0.55
46.125,-1,75,550,34,75-550-34,7555K,7.5,0.55
46.125,-0.75,75,550,34,75-550-34,7555K,7.5,0.55
46.125,-0.5,74,550,34,74-550-34,7455K,7.4,0.55
46.125,-0.25,74,550,34,74-550-34,7455K,7.4,0.55
46.25,-6.5,86,575,34,86-575-34,8658K,8.6,0.575
46.25,-6.25,86,575,34,86-575-34,8658K,8.6,0.575
46.25,-6,85,575,34,85-575-34,8558K,8.5,0.575
46.25,-5.75,85,575,34,85-575-34,8558K,8.5,0.575
46.25,-5.5,84,575,34,84-575-34,8458K,8.4,0.575
46.25,-5.25,84,575,34,84-575-34,8458K,8.4,0.575
46.25,-5,83,575,34,83-575-34,8358K,8.3,0.575
46.25,-4.75,83,575,34,83-575-34,8358K,8.3,0.575
46.25,-4.5,82,575,34,82-575-34,8258K,8.2,0.575
46.25,-4.25,82,575,34,82-575-34,8258K,8.2,0.575
46.25,-4,81,575,34,81-575-34,8158K,8.1,0.575
46.25,-3.75,81,575,34,81-575-34,8158K,8.1,0.575
46.25,-3.5,80,575,34,80-575-34,8058K,8,0.575
46.25,-3.25,80,550,34,80-550-34,8055K,8,0.55
46.25,-3,79,550,34,79-550-34,7955K,7.9,0.55
46.25,-2.75,79,550,34,79-550-34,7955K,7.9,0.55
46.25,-2.5,78,550,34,78-550-34,7855K,7.8,0.55
46.25,-2.25,78,550,34,78-550-34,7855K,7.8,0.55
46.25,-2,77,550,34,77-550-34,7755K,7.7,0.55
46.25,-1.75,77,550,34,77-550-34,7755K,7.7,0.55
46.25,-1.5,76,550,34,76-550-34,7655K,7.6,0.55
46.25,-1.25,76,550,34,76-550-34,7655K,7.6,0.55
46.25,-1,75,550,34,75-550-34,7555K,7.5,0.55
46.25,-0.75,75,550,34,75-550-34,7555K,7.5,0.55
46.25,-0.5,74,550,34,74-550-34,7455K,7.4,0.55
46.25,-0.25,74,550,34,74-550-34,7455K,7.4,0.55
46.375,-6.5,86,575,35,86-575-35,8658M,8.6,0.575
46.375,-6.25,86,575,35,86-575-35,8658M,8.6,0.575
46.375,-6,85,575,35,85-575-35,8558M,8.5,0.575
46.375,-5.75,85,575,35,85-575-35,8558M,8.5,0.575
46.375,-5.5,84,575,35,84-575-35,8458M,8.4,0.575
46.375,-5.25,84,575,35,84-575-35,8458M,8.4,0.575
46.375,-5,83,575,35,83-575-35,8358M,8.3,0.575
46.375,-4.75,83,575,35,83-575-35,8358M,8.3,0.575
46.375,-4.5,82,575,35,82-575-35,8258M,8.2,0.575
46.375,-4.25,82,575,35,82-575-35,8258M,8.2,0.575
46.375,-4,81,575,35,81-575-35,8158M,8.1,0.575
46.375,-3.75,80,575,35,80-575-35,8058M,8,0.575
46.375,-3.5,80,575,35,80-575-35,8058M,8,0.575
46.375,-3.25,79,550,35,79-550-35,7955M,7.9,0.55
46.375,-3,79,550,35,79-550-35,7955M,7.9,0.55
46.375,-2.75,78,550,35,78-550-35,7855M,7.8,0.55
46.375,-2.5,78,550,35,78-550-35,7855M,7.8,0.55
46.375,-2.25,77,550,35,77-550-35,7755M,7.7,0.55
46.375,-2,77,550,35,77-550-35,7755M,7.7,0.55
46.375,-1.75,76,550,35,76-550-35,7655M,7.6,0.55
46.375,-1.5,76,550,35,76-550-35,7655M,7.6,0.55
46.375,-1.25,75,550,35,75-550-35,7555M,7.5,0.55
46.375,-1,75,550,35,75-550-35,7555M,7.5,0.55
46.375,-0.75,74,550,35,74-550-35,7455M,7.4,0.55
46.375,-0.5,74,550,35,74-550-35,7455M,7.4,0.55
46.375,-0.25,73,550,35,73-550-35,7355M,7.3,0.55
46.5,-6.5,86,575,35,86-575-35,8658M,8.6,0.575
46.5,-6.25,85,575,35,85-575-35,8558M,8.5,0.575
46.5,-6,85,575,35,85-575-35,8558M,8.5,0.575
46.5,-5.75,84,575,35,84-575-35,8458M,8.4,0.575
46.5,-5.5,84,575,35,84-575-35,8458M,8.4,0.575
46.5,-5.25,83,575,35,83-575-35,8358M,8.3,0.575
46.5,-5,83,575,35,83-575-35,8358M,8.3,0.575
46.5,-4.75,82,575,35,82-575-35,8258M,8.2,0.575
46.5,-4.5,82,575,35,82-575-35,8258M,8.2,0.575
46.5,-4.25,81,575,35,81-575-35,8158M,8.1,0.575
46.5,-4,81,575,35,81-575-35,8158M,8.1,0.575
46.5,-3.75,80,575,35,80-575-35,8058M,8,0.575
46.5,-3.5,80,575,35,80-575-35,8058M,8,0.575
46.5,-3.25,79,575,35,79-575-35,7958M,7.9,0.575
46.5,-3,79,550,35,79-550-35,7955M,7.9,0.55
46.5,-2.75,78,550,35,78-550-35,7855M,7.8,0.55
46.5,-2.5,78,550,35,78-550-35,7855M,7.8,0.55
46.5,-2.25,77,550,35,77-550-35,7755M,7.7,0.55
46.5,-2,77,550,35,77-550-35,7755M,7.7,0.55
46.5,-1.75,76,550,35,76-550-35,7655M,7.6,0.55
46.5,-1.5,76,550,35,76-550-35,7655M,7.6,0.55
46.5,-1.25,75,550,35,75-550-35,7555M,7.5,0.55
46.5,-1,75,550,35,75-550-35,7555M,7.5,0.55
46.5,-0.75,74,550,35,74-550-35,7455M,7.4,0.55
46.5,-0.5,74,550,35,74-550-35,7455M,7.4,0.55
46.5,-0.25,73,550,35,73-550-35,7355M,7.3,0.55
46.625,-6.5,86,575,35,86-575-35,8658M,8.6,0.575
46.625,-6.25,85,575,35,85-575-35,8558M,8.5,0.575
46.625,-6,85,575,35,85-575-35,8558M,8.5,0.575
46.625,-5.75,84,575,35,84-575-35,8458M,8.4,0.575
46.625,-5.5,84,575,35,84-575-35,8458M,8.4,0.575
46.625,-5.25,83,575,35,83-575-35,8358M,8.3,0.575
46.625,-5,83,575,35,83-575-35,8358M,8.3,0.575
46.625,-4.75,82,575,35,82-575-35,8258M,8.2,0.575
46.625,-4.5,82,575,35,82-575-35,8258M,8.2,0.575
46.625,-4.25,81,575,35,81-575-35,8158M,8.1,0.575
46.625,-4,80,575,35,80-575-35,8058M,8,0.575
46.625,-3.75,80,575,35,80-575-35,8058M,8,0.575
46.625,-3.5,79,575,35,79-575-35,7958M,7.9,0.575
46.625,-3.25,79,575,35,79-575-35,7958M,7.9,0.575
46.625,-3,78,550,35,78-550-35,7855M,7.8,0.55
46.625,-2.75,78,550,35,78-550-35,7855M,7.8,0.55
46.625,-2.5,77,550,35,77-550-35,7755M,7.7,0.55
46.625,-2.25,77,550,35,77-550-35,7755M,7.7,0.55
46.625,-2,76,550,35,76-550-35,7655M,7.6,0.55
46.625,-1.75,76,550,35,76-550-35,7655M,7.6,0.55
46.625,-1.5,75,550,35,75-550-35,7555M,7.5,0.55
46.625,-1.25,75,550,35,75-550-35,7555M,7.5,0.55
46.625,-1,74,550,35,74-550-35,7455M,7.4,0.55
46.625,-0.75,74,550,35,74-550-35,7455M,7.4,0.55
46.625,-0.5,73,550,35,73-550-35,7355M,7.3,0.55
46.625,-0.25,73,550,35,73-550-35,7355M,7.3,0.55
46.75,-6.5,85,600,35,85-600-35,8560M,8.5,0.6
46.75,-6.25,85,575,35,85-575-35,8558M,8.5,0.575
46.75,-6,84,575,35,84-575-35,8458M,8.4,0.575
46.75,-5.75,84,575,35,84-575-35,8458M,8.4,0.575
46.75,-5.5,83,575,35,83-575-35,8358M,8.3,0.575
46.75,-5.25,83,575,35,83-575-35,8358M,8.3,0.575
46.75,-5,82,575,35,82-575-35,8258M,8.2,0.575
46.75,-4.75,82,575,35,82-575-35,8258M,8.2,0.575
46.75,-4.5,81,575,35,81-575-35,8158M,8.1,0.575
46.75,-4.25,81,575,35,81-575-35,8158M,8.1,0.575
46.75,-4,80,575,35,80-575-35,8058M,8,0.575
46.75,-3.75,80,575,35,80-575-35,8058M,8,0.575
46.75,-3.5,79,575,35,79-575-35,7958M,7.9,0.575
46.75,-3.25,79,575,35,79-575-35,7958M,7.9,0.575
46.75,-3,78,575,35,78-575-35,7858M,7.8,0.575
46.75,-2.75,78,550,35,78-550-35,7855M,7.8,0.55
46.75,-2.5,77,550,35,77-550-35,7755M,7.7,0.55
46.75,-2.25,77,550,35,77-550-35,7755M,7.7,0.55
46.75,-2,76,550,35,76-550-35,7655M,7.6,0.55
46.75,-1.75,76,550,35,76-550-35,7655M,7.6,0.55
46.75,-1.5,75,550,35,75-550-35,7555M,7.5,0.55
46.75,-1.25,75,550,35,75-550-35,7555M,7.5,0.55
46.75,-1,74,550,35,74-550-35,7455M,7.4,0.55
46.75,-0.75,74,550,35,74-550-35,7455M,7.4,0.55
46.75,-0.5,73,550,35,73-550-35,7355M,7.3,0.55
46.75,-0.25,73,550,35,73-550-35,7355M,7.3,0.55
46.875,-6.5,85,600,35,85-600-35,8560M,8.5,0.6
46.875,-6.25,85,575,35,85-575-35,8558M,8.5,0.575
46.875,-6,84,575,35,84-575-35,8458M,8.4,0.575
46.875,-5.75,84,575,35,84-575-35,8458M,8.4,0.575
46.875,-5.5,83,575,35,83-575-35,8358M,8.3,0.575
46.875,-5.25,83,575,35,83-575-35,8358M,8.3,0.575
46.875,-5,82,575,35,82-575-35,8258M,8.2,0.575
46.875,-4.75,82,575,35,82-575-35,8258M,8.2,0.575
46.875,-4.5,81,575,35,81-575-35,8158M,8.1,0.575
46.875,-4.25,80,575,35,80-575-35,8058M,8,0.575
46.875,-4,80,575,35,80-575-35,8058M,8,0.575
46.875,-3.75,79,575,35,79-575-35,7958M,7.9,0.575
46.875,-3.5,79,575,35,79-575-35,7958M,7.9,0.575
46.875,-3.25,78,575,35,78-575-35,7858M,7.8,0.575
46.875,-3,78,575,35,78-575-35,7858M,7.8,0.575
46.875,-2.75,77,550,35,77-550-35,7755M,7.7,0.55
46.875,-2.5,77,550,35,77-550-35,7755M,7.7,0.55
46.875,-2.25,76,550,35,76-550-35,7655M,7.6,0.55
46.875,-2,76,550,35,76-550-35,7655M,7.6,0.55
46.875,-1.75,75,550,35,75-550-35,7555M,7.5,0.55
46.875,-1.5,75,550,35,75-550-35,7555M,7.5,0.55
46.875,-1.25,74,550,35,74-550-35,7455M,7.4,0.55
46.875,-1,74,550,35,74-550-35,7455M,7.4,0.55
46.875,-0.75,73,550,35,73-550-35,7355M,7.3,0.55
46.875,-0.5,73,550,35,73-550-35,7355M,7.3,0.55
46.875,-0.25,72,550,35,72-550-35,7255M,7.2,0.55
47,-6.5,85,600,35,85-600-35,8560M,8.5,0.6
47,-6.25,84,600,35,84-600-35,8460M,8.4,0.6
47,-6,84,575,35,84-575-35,8458M,8.4,0.575
47,-5.75,83,575,35,83-575-35,8358M,8.3,0.575
47,-5.5,83,575,35,83-575-35,8358M,8.3,0.575
47,-5.25,82,575,35,82-575-35,8258M,8.2,0.575
47,-5,82,575,35,82-575-35,8258M,8.2,0.575
47,-4.75,81,575,35,81-575-35,8158M,8.1,0.575
47,-4.5,81,575,35,81-575-35,8158M,8.1,0.575
47,-4.25,80,575,35,80-575-35,8058M,8,0.575
47,-4,80,575,35,80-575-35,8058M,8,0.575
47,-3.75,79,575,35,79-575-35,7958M,7.9,0.575
47,-3.5,79,575,35,79-575-35,7958M,7.9,0.575
47,-3.25,78,575,35,78-575-35,7858M,7.8,0.575
47,-3,78,575,35,78-575-35,7858M,7.8,0.575
47,-2.75,77,575,35,77-575-35,7758M,7.7,0.575
47,-2.5,77,550,35,77-550-35,7755M,7.7,0.55
47,-2.25,76,550,35,76-550-35,7655M,7.6,0.55
47,-2,76,550,35,76-550-35,7655M,7.6,0.55
47,-1.75,75,550,35,75-550-35,7555M,7.5,0.55
47,-1.5,75,550,35,75-550-35,7555M,7.5,0.55
47,-1.25,74,550,35,74-550-35,7455M,7.4,0.55
47,-1,74,550,35,74-550-35,7455M,7.4,0.55
47,-0.75,73,550,35,73-550-35,7355M,7.3,0.55
47,-0.5,73,550,35,73-550-35,7355M,7.3,0.55
47,-0.25,72,550,35,72-550-35,7255M,7.2,0.55
47.125,-6.5,85,600,35,85-600-35,8560M,8.5,0.6
47.125,-6.25,84,600,35,84-600-35,8460M,8.4,0.6
47.125,-6,84,575,35,84-575-35,8458M,8.4,0.575
47.125,-5.75,83,575,35,83-575-35,8358M,8.3,0.575
47.125,-5.5,83,575,35,83-575-35,8358M,8.3,0.575
47.125,-5.25,82,575,35,82-575-35,8258M,8.2,0.575
47.125,-5,82,575,35,82-575-35,8258M,8.2,0.575
47.125,-4.75,81,575,35,81-575-35,8158M,8.1,0.575
47.125,-4.5,80,575,35,80-575-35,8058M,8,0.575
47.125,-4.25,80,575,35,80-575-35,8058M,8,0.575
47.125,-4,79,575,35,79-575-35,7958M,7.9,0.575
47.125,-3.75,79,575,35,79-575-35,7958M,7.9,0.575
47.125,-3.5,78,575,35,78-575-35,7858M,7.8,0.575
47.125,-3.25,78,575,35,78-575-35,7858M,7.8,0.575
47.125,-3,77,575,35,77-575-35,7758M,7.7,0.575
47.125,-2.75,77,575,35,77-575-35,7758M,7.7,0.575
47.125,-2.5,76,550,35,76-550-35,7655M,7.6,0.55
47.125,-2.25,76,550,35,76-550-35,7655M,7.6,0.55
47.125,-2,75,550,35,75-550-35,7555M,7.5,0.55
47.125,-1.75,75,550,35,75-550-35,7555M,7.5,0.55
47.125,-1.5,74,550,35,74-550-35,7455M,7.4,0.55
47.125,-1.25,74,550,35,74-550-35,7455M,7.4,0.55
47.125,-1,73,550,35,73-550-35,7355M,7.3,0.55
47.125,-0.75,73,550,35,73-550-35,7355M,7.3,0.55
47.125,-0.5,72,550,35,72-550-35,7255M,7.2,0.55
47.125,-0.25,72,550,35,72-550-35,7255M,7.2,0.55
47.25,-6.5,84,600,35,84-600-35,8460M,8.4,0.6
47.25,-6.25,84,600,35,84-600-35,8460M,8.4,0.6
47.25,-6,83,600,35,83-600-35,8360M,8.3,0.6
47.25,-5.75,83,575,35,83-575-35,8358M,8.3,0.575
47.25,-5.5,82,575,35,82-575-35,8258M,8.2,0.575
47.25,-5.25,82,575,35,82-575-35,8258M,8.2,0.575
47.25,-5,81,575,35,81-575-35,8158M,8.1,0.575
47.25,-4.75,81,575,35,81-575-35,8158M,8.1,0.575
47.25,-4.5,80,575,35,80-575-35,8058M,8,0.575
47.25,-4.25,80,575,35,80-575-35,8058M,8,0.575
47.25,-4,79,575,35,79-575-35,7958M,7.9,0.575
47.25,-3.75,79,575,35,79-575-35,7958M,7.9,0.575
47.25,-3.5,78,575,35,78-575-35,7858M,7.8,0.575
47.25,-3.25,78,575,35,78-575-35,7858M,7.8,0.575
47.25,-3,77,575,35,77-575-35,7758M,7.7,0.575
47.25,-2.75,77,575,35,77-575-35,7758M,7.7,0.575
47.25,-2.5,76,575,35,76-575-35,7658M,7.6,0.575
47.25,-2.25,76,550,35,76-550-35,7655M,7.6,0.55
47.25,-2,75,550,35,75-550-35,7555M,7.5,0.55
47.25,-1.75,75,550,35,75-550-35,7555M,7.5,0.55
47.25,-1.5,74,550,35,74-550-35,7455M,7.4,0.55
47.25,-1.25,74,550,35,74-550-35,7455M,7.4,0.55
47.25,-1,73,550,35,73-550-35,7355M,7.3,0.55
47.25,-0.75,73,550,35,73-550-35,7355M,7.3,0.55
47.25,-0.5,72,550,35,72-550-35,7255M,7.2,0.55
47.25,-0.25,72,550,35,72-550-35,7255M,7.2,0.55
47.375,-6.5,84,600,35,84-600-35,8460M,8.4,0.6
47.375,-6.25,84,600,35,84-600-35,8460M,8.4,0.6
47.375,-6,83,600,35,83-600-35,8360M,8.3,0.6
47.375,-5.75,83,575,35,83-575-35,8358M,8.3,0.575
47.375,-5.5,82,575,35,82-575-35,8258M,8.2,0.575
47.375,-5.25,82,575,35,82-575-35,8258M,8.2,0.575
47.375,-5,81,575,35,81-575-35,8158M,8.1,0.575
47.375,-4.75,80,575,35,80-575-35,8058M,8,0.575
47.375,-4.5,80,575,35,80-575-35,8058M,8,0.575
47.375,-4.25,79,575,35,79-575-35,7958M,7.9,0.575
47.375,-4,79,575,35,79-575-35,7958M,7.9,0.575
47.375,-3.75,78,575,35,78-575-35,7858M,7.8,0.575
47.375,-3.5,78,575,35,78-575-35,7858M,7.8,0.575
47.375,-3.25,77,575,35,77-575-35,7758M,7.7,0.575
47.375,-3,77,575,35,77-575-35,7758M,7.7,0.575
47.375,-2.75,76,575,35,76-575-35,7658M,7.6,0.575
47.375,-2.5,76,575,35,76-575-35,7658M,7.6,0.575
47.375,-2.25,75,550,35,75-550-35,7555M,7.5,0.55
47.375,-2,75,550,35,75-550-35,7555M,7.5,0.55
47.375,-1.75,74,550,35,74-550-35,7455M,7.4,0.55
47.375,-1.5,74,550,35,74-550-35,7455M,7.4,0.55
47.375,-1.25,73,550,35,73-550-35,7355M,7.3,0.55
47.375,-1,73,550,35,73-550-35,7355M,7.3,0.55
47.375,-0.75,72,550,35,72-550-35,7255M,7.2,0.55
47.375,-0.5,72,550,35,72-550-35,7255M,7.2,0.55
47.375,-0.25,71,550,35,71-550-35,7155M,7.1,0.55
47.5,-6.5,84,600,35,84-600-35,8460M,8.4,0.6
47.5,-6.25,83,600,35,83-600-35,8360M,8.3,0.6
47.5,-6,83,600,35,83-600-35,8360M,8.3,0.6
47.5,-5.75,82,600,35,82-600-35,8260M,8.2,0.6
47.5,-5.5,82,575,35,82-575-35,8258M,8.2,0.575
47.5,-5.25,81,575,35,81-575-35,8158M,8.1,0.575
47.5,-5,81,575,35,81-575-35,8158M,8.1,0.575
47.5,-4.75,80,575,35,80-575-35,8058M,8,0.575
47.5,-4.5,80,575,35,80-575-35,8058M,8,0.575
47.5,-4.25,79,575,35,79-575-35,7958M,7.9,0.575
47.5,-4,79,575,35,79-575-35,7958M,7.9,0.575
47.5,-3.75,78,575,35,78-575-35,7858M,7.8,0.575
47.5,-3.5,78,575,35,78-575-35,7858M,7.8,0.575
47.5,-3.25,77,575,35,77-575-35,7758M,7.7,0.575
47.5,-3,77,575,35,77-575-35,7758M,7.7,0.575
47.5,-2.75,76,575,35,76-575-35,7658M,7.6,0.575
47.5,-2.5,76,575,35,76-575-35,7658M,7.6,0.575
47.5,-2.25,75,575,35,75-575-35,7558M,7.5,0.575
47.5,-2,75,550,35,75-550-35,7555M,7.5,0.55
47.5,-1.75,74,550,35,74-550-35,7455M,7.4,0.55
47.5,-1.5,74,550,35,74-550-35,7455M,7.4,0.55
47.5,-1.25,73,550,35,73-550-35,7355M,7.3,0.55
47.5,-1,73,550,35,73-550-35,7355M,7.3,0.55
47.5,-0.75,72,550,35,72-550-35,7255M,7.2,0.55
47.5,-0.5,72,550,35,72-550-35,7255M,7.2,0.55
47.5,-0.25,71,550,35,71-550-35,7155M,7.1,0.55
47.625,-6.5,84,600,35,84-600-35,8460M,8.4,0.6
47.625,-6.25,83,600,35,83-600-35,8360M,8.3,0.6
47.625,-6,83,600,35,83-600-35,8360M,8.3,0.6
47.625,-5.75,82,600,35,82-600-35,8260M,8.2,0.6
47.625,-5.5,82,575,35,82-575-35,8258M,8.2,0.575
47.625,-5.25,81,575,35,81-575-35,8158M,8.1,0.575
47.625,-5,80,575,35,80-575-35,8058M,8,0.575
47.625,-4.75,80,575,35,80-575-35,8058M,8,0.575
47.625,-4.5,79,575,35,79-575-35,7958M,7.9,0.575
47.625,-4.25,79,575,35,79-575-35,7958M,7.9,0.575
47.625,-4,78,575,35,78-575-35,7858M,7.8,0.575
47.625,-3.75,78,575,35,78-575-35,7858M,7.8,0.575
47.625,-3.5,77,575,35,77-575-35,7758M,7.7,0.575
47.625,-3.25,77,575,35,77-575-35,7758M,7.7,0.575
47.625,-3,76,575,35,76-575-35,7658M,7.6,0.575
47.625,-2.75,76,575,35,76-575-35,7658M,7.6,0.575
47.625,-2.5,75,575,35,75-575-35,7558M,7.5,0.575
47.625,-2.25,75,575,35,75-575-35,7558M,7.5,0.575
47.625,-2,74,550,35,74-550-35,7455M,7.4,0.55
47.625,-1.75,74,550,35,74-550-35,7455M,7.4,0.55
47.625,-1.5,73,550,35,73-550-35,7355M,7.3,0.55
47.625,-1.25,73,550,35,73-550-35,7355M,7.3,0.55
47.625,-1,72,550,35,72-550-35,7255M,7.2,0.55
47.625,-0.75,72,550,35,72-550-35,7255M,7.2,0.55
47.625,-0.5,71,550,35,71-550-35,7155M,7.1,0.55
47.625,-0.25,71,550,35,71-550-35,7155M,7.1,0.55
47.75,-6.5,83,600,35,83-600-35,8360M,8.3,0.6
47.75,-6.25,83,600,35,83-600-35,8360M,8.3,0.6
47.75,-6,82,600,35,82-600-35,8260M,8.2,0.6
47.75,-5.75,82,600,35,82-600-35,8260M,8.2,0.6
47.75,-5.5,81,600,35,81-600-35,8160M,8.1,0.6
47.75,-5.25,81,575,35,81-575-35,8158M,8.1,0.575
47.75,-5,80,575,35,80-575-35,8058M,8,0.575
47.75,-4.75,80,575,35,80-575-35,8058M,8,0.575
47.75,-4.5,79,575,35,79-575-35,7958M,7.9,0.575
47.75,-4.25,79,575,35,79-575-35,7958M,7.9,0.575
47.75,-4,78,575,35,78-575-35,7858M,7.8,0.575
47.75,-3.75,78,575,35,78-575-35,7858M,7.8,0.575
47.75,-3.5,77,575,35,77-575-35,7758M,7.7,0.575
47.75,-3.25,77,575,35,77-575-35,7758M,7.7,0.575
47.75,-3,76,575,35,76-575-35,7658M,7.6,0.575
47.75,-2.75,76,575,35,76-575-35,7658M,7.6,0.575
47.75,-2.5,75,575,35,75-575-35,7558M,7.5,0.575
